,objective_name,solver_name,data_name,idx_rep,stop_val,time,objective_value,objective_duality_gap,env-OMP_NUM_THREADS,platform,platform-architecture,platform-release,platform-version,system-cpus,system-processor,system-ram (GB),version-cuda,version-numpy,version-scipy
528,"SLOPE[fit_intercept=True,q=0.1,reg=0.1]",pgd[fista=True],breheny[dataset=Rhee2006],0,4,0.002159708004910499,1.0466031514975842,0.48509433003531444,,Darwin,arm64,21.4.0,Darwin Kernel Version 21.4.0: Fri Mar 18 00:47:26 PDT 2022; root:xnu-8020.101.4~15/RELEASE_ARM64_T8101,8,Apple M1,8,,"('1.22.4', '')",1.8.1
529,"SLOPE[fit_intercept=True,q=0.1,reg=0.1]",pgd[fista=True],breheny[dataset=Rhee2006],0,6,0.0022795419936301187,0.9811133249989147,0.38011916867190965,,Darwin,arm64,21.4.0,Darwin Kernel Version 21.4.0: Fri Mar 18 00:47:26 PDT 2022; root:xnu-8020.101.4~15/RELEASE_ARM64_T8101,8,Apple M1,8,,"('1.22.4', '')",1.8.1
530,"SLOPE[fit_intercept=True,q=0.1,reg=0.1]",pgd[fista=True],breheny[dataset=Rhee2006],0,9,0.0024692089937161654,0.9364995951922251,0.25635227850070963,,Darwin,arm64,21.4.0,Darwin Kernel Version 21.4.0: Fri Mar 18 00:47:26 PDT 2022; root:xnu-8020.101.4~15/RELEASE_ARM64_T8101,8,Apple M1,8,,"('1.22.4', '')",1.8.1
531,"SLOPE[fit_intercept=True,q=0.1,reg=0.1]",pgd[fista=True],breheny[dataset=Rhee2006],0,13,0.0029963749984744936,0.9168635070364686,0.11112412211308431,,Darwin,arm64,21.4.0,Darwin Kernel Version 21.4.0: Fri Mar 18 00:47:26 PDT 2022; root:xnu-8020.101.4~15/RELEASE_ARM64_T8101,8,Apple M1,8,,"('1.22.4', '')",1.8.1
532,"SLOPE[fit_intercept=True,q=0.1,reg=0.1]",pgd[fista=True],breheny[dataset=Rhee2006],0,19,0.0036172500113025308,0.9125230028606418,0.01558394374969041,,Darwin,arm64,21.4.0,Darwin Kernel Version 21.4.0: Fri Mar 18 00:47:26 PDT 2022; root:xnu-8020.101.4~15/RELEASE_ARM64_T8101,8,Apple M1,8,,"('1.22.4', '')",1.8.1
533,"SLOPE[fit_intercept=True,q=0.1,reg=0.1]",pgd[fista=True],breheny[dataset=Rhee2006],0,28,0.0044428749970393255,0.910214184683118,0.01598231811311246,,Darwin,arm64,21.4.0,Darwin Kernel Version 21.4.0: Fri Mar 18 00:47:26 PDT 2022; root:xnu-8020.101.4~15/RELEASE_ARM64_T8101,8,Apple M1,8,,"('1.22.4', '')",1.8.1
534,"SLOPE[fit_intercept=True,q=0.1,reg=0.1]",pgd[fista=True],breheny[dataset=Rhee2006],0,42,0.005942457995843142,0.9095807048930179,0.0007889643263849777,,Darwin,arm64,21.4.0,Darwin Kernel Version 21.4.0: Fri Mar 18 00:47:26 PDT 2022; root:xnu-8020.101.4~15/RELEASE_ARM64_T8101,8,Apple M1,8,,"('1.22.4', '')",1.8.1
535,"SLOPE[fit_intercept=True,q=0.1,reg=0.1]",pgd[fista=True],breheny[dataset=Rhee2006],0,63,0.007963291995110922,0.9095665510429886,0.001224519236364352,,Darwin,arm64,21.4.0,Darwin Kernel Version 21.4.0: Fri Mar 18 00:47:26 PDT 2022; root:xnu-8020.101.4~15/RELEASE_ARM64_T8101,8,Apple M1,8,,"('1.22.4', '')",1.8.1
536,"SLOPE[fit_intercept=True,q=0.1,reg=0.1]",pgd[fista=True],breheny[dataset=Rhee2006],0,94,0.010812416992848739,0.9095326439008107,0.002495461993427539,,Darwin,arm64,21.4.0,Darwin Kernel Version 21.4.0: Fri Mar 18 00:47:26 PDT 2022; root:xnu-8020.101.4~15/RELEASE_ARM64_T8101,8,Apple M1,8,,"('1.22.4', '')",1.8.1
537,"SLOPE[fit_intercept=True,q=0.1,reg=0.1]",pgd[fista=True],breheny[dataset=Rhee2006],0,141,0.015201916001387872,0.9095218017812907,0.000503659580875282,,Darwin,arm64,21.4.0,Darwin Kernel Version 21.4.0: Fri Mar 18 00:47:26 PDT 2022; root:xnu-8020.101.4~15/RELEASE_ARM64_T8101,8,Apple M1,8,,"('1.22.4', '')",1.8.1
538,"SLOPE[fit_intercept=True,q=0.1,reg=0.1]",pgd[fista=True],breheny[dataset=Rhee2006],0,211,0.02149650000501424,0.9095214045963418,0.00015275147154092394,,Darwin,arm64,21.4.0,Darwin Kernel Version 21.4.0: Fri Mar 18 00:47:26 PDT 2022; root:xnu-8020.101.4~15/RELEASE_ARM64_T8101,8,Apple M1,8,,"('1.22.4', '')",1.8.1
539,"SLOPE[fit_intercept=True,q=0.1,reg=0.1]",pgd[fista=True],breheny[dataset=Rhee2006],0,316,0.030705124998348765,0.9095213388598258,2.8742627247391184e-05,,Darwin,arm64,21.4.0,Darwin Kernel Version 21.4.0: Fri Mar 18 00:47:26 PDT 2022; root:xnu-8020.101.4~15/RELEASE_ARM64_T8101,8,Apple M1,8,,"('1.22.4', '')",1.8.1
540,"SLOPE[fit_intercept=True,q=0.1,reg=0.1]",pgd[fista=True],breheny[dataset=Rhee2006],0,474,0.04448087500350084,0.9095213179639712,1.3919725805888739e-05,,Darwin,arm64,21.4.0,Darwin Kernel Version 21.4.0: Fri Mar 18 00:47:26 PDT 2022; root:xnu-8020.101.4~15/RELEASE_ARM64_T8101,8,Apple M1,8,,"('1.22.4', '')",1.8.1
541,"SLOPE[fit_intercept=True,q=0.1,reg=0.1]",pgd[fista=True],breheny[dataset=Rhee2006],0,711,0.06516312500752974,0.9095213176487845,1.2000300426695532e-06,,Darwin,arm64,21.4.0,Darwin Kernel Version 21.4.0: Fri Mar 18 00:47:26 PDT 2022; root:xnu-8020.101.4~15/RELEASE_ARM64_T8101,8,Apple M1,8,,"('1.22.4', '')",1.8.1
542,"SLOPE[fit_intercept=True,q=0.1,reg=0.1]",pgd[fista=True],breheny[dataset=Rhee2006],0,1066,0.09635500000149477,0.9095213176087463,9.250329613408326e-09,,Darwin,arm64,21.4.0,Darwin Kernel Version 21.4.0: Fri Mar 18 00:47:26 PDT 2022; root:xnu-8020.101.4~15/RELEASE_ARM64_T8101,8,Apple M1,8,,"('1.22.4', '')",1.8.1
543,"SLOPE[fit_intercept=True,q=0.1,reg=0.1]",pgd[fista=True],breheny[dataset=Rhee2006],0,1599,0.14353149999806192,0.9095213176087451,8.20694412428935e-09,,Darwin,arm64,21.4.0,Darwin Kernel Version 21.4.0: Fri Mar 18 00:47:26 PDT 2022; root:xnu-8020.101.4~15/RELEASE_ARM64_T8101,8,Apple M1,8,,"('1.22.4', '')",1.8.1
544,"SLOPE[fit_intercept=True,q=0.05,reg=0.1]",admm,breheny[dataset=Rhee2006],0,0,0.014201500001945533,3.763112848392327,3.5472504121349226,,Darwin,arm64,21.4.0,Darwin Kernel Version 21.4.0: Fri Mar 18 00:47:26 PDT 2022; root:xnu-8020.101.4~15/RELEASE_ARM64_T8101,8,Apple M1,8,,"('1.22.4', '')",1.8.1
545,"SLOPE[fit_intercept=True,q=0.05,reg=0.1]",admm,breheny[dataset=Rhee2006],0,1,0.0043728339951485395,3.6875248791504887,15.988468086744742,,Darwin,arm64,21.4.0,Darwin Kernel Version 21.4.0: Fri Mar 18 00:47:26 PDT 2022; root:xnu-8020.101.4~15/RELEASE_ARM64_T8101,8,Apple M1,8,,"('1.22.4', '')",1.8.1
546,"SLOPE[fit_intercept=True,q=0.05,reg=0.1]",admm,breheny[dataset=Rhee2006],0,2,0.006012416997691616,2.542987684937276,3.800695865132039,,Darwin,arm64,21.4.0,Darwin Kernel Version 21.4.0: Fri Mar 18 00:47:26 PDT 2022; root:xnu-8020.101.4~15/RELEASE_ARM64_T8101,8,Apple M1,8,,"('1.22.4', '')",1.8.1
547,"SLOPE[fit_intercept=True,q=0.05,reg=0.1]",admm,breheny[dataset=Rhee2006],0,3,0.007579291996080428,1.9202380203516107,1.7650066083269407,,Darwin,arm64,21.4.0,Darwin Kernel Version 21.4.0: Fri Mar 18 00:47:26 PDT 2022; root:xnu-8020.101.4~15/RELEASE_ARM64_T8101,8,Apple M1,8,,"('1.22.4', '')",1.8.1
548,"SLOPE[fit_intercept=True,q=0.05,reg=0.1]",admm,breheny[dataset=Rhee2006],0,4,0.007889708009315655,1.511357141440385,0.9076223687625397,,Darwin,arm64,21.4.0,Darwin Kernel Version 21.4.0: Fri Mar 18 00:47:26 PDT 2022; root:xnu-8020.101.4~15/RELEASE_ARM64_T8101,8,Apple M1,8,,"('1.22.4', '')",1.8.1
549,"SLOPE[fit_intercept=True,q=0.05,reg=0.1]",admm,breheny[dataset=Rhee2006],0,6,0.00795325000945013,1.2381172132055065,0.5256760174298931,,Darwin,arm64,21.4.0,Darwin Kernel Version 21.4.0: Fri Mar 18 00:47:26 PDT 2022; root:xnu-8020.101.4~15/RELEASE_ARM64_T8101,8,Apple M1,8,,"('1.22.4', '')",1.8.1
550,"SLOPE[fit_intercept=True,q=0.05,reg=0.1]",admm,breheny[dataset=Rhee2006],0,9,0.012892458005808294,1.116551488993249,0.31210042335585364,,Darwin,arm64,21.4.0,Darwin Kernel Version 21.4.0: Fri Mar 18 00:47:26 PDT 2022; root:xnu-8020.101.4~15/RELEASE_ARM64_T8101,8,Apple M1,8,,"('1.22.4', '')",1.8.1
551,"SLOPE[fit_intercept=True,q=0.05,reg=0.1]",admm,breheny[dataset=Rhee2006],0,13,0.009611083005438559,1.0173732564793796,0.1362399292075568,,Darwin,arm64,21.4.0,Darwin Kernel Version 21.4.0: Fri Mar 18 00:47:26 PDT 2022; root:xnu-8020.101.4~15/RELEASE_ARM64_T8101,8,Apple M1,8,,"('1.22.4', '')",1.8.1
552,"SLOPE[fit_intercept=True,q=0.05,reg=0.1]",admm,breheny[dataset=Rhee2006],0,19,0.013237833001767285,0.9686061949141171,0.06648832860989329,,Darwin,arm64,21.4.0,Darwin Kernel Version 21.4.0: Fri Mar 18 00:47:26 PDT 2022; root:xnu-8020.101.4~15/RELEASE_ARM64_T8101,8,Apple M1,8,,"('1.22.4', '')",1.8.1
553,"SLOPE[fit_intercept=True,q=0.05,reg=0.1]",admm,breheny[dataset=Rhee2006],0,28,0.013286957997479476,0.9387213467809485,0.028245276630298854,,Darwin,arm64,21.4.0,Darwin Kernel Version 21.4.0: Fri Mar 18 00:47:26 PDT 2022; root:xnu-8020.101.4~15/RELEASE_ARM64_T8101,8,Apple M1,8,,"('1.22.4', '')",1.8.1
554,"SLOPE[fit_intercept=True,q=0.05,reg=0.1]",admm,breheny[dataset=Rhee2006],0,42,0.01688720799575094,0.9221517516315907,0.009437743780286278,,Darwin,arm64,21.4.0,Darwin Kernel Version 21.4.0: Fri Mar 18 00:47:26 PDT 2022; root:xnu-8020.101.4~15/RELEASE_ARM64_T8101,8,Apple M1,8,,"('1.22.4', '')",1.8.1
555,"SLOPE[fit_intercept=True,q=0.05,reg=0.1]",admm,breheny[dataset=Rhee2006],0,63,0.021947833010926843,0.9157752732764852,0.0026913135090572693,,Darwin,arm64,21.4.0,Darwin Kernel Version 21.4.0: Fri Mar 18 00:47:26 PDT 2022; root:xnu-8020.101.4~15/RELEASE_ARM64_T8101,8,Apple M1,8,,"('1.22.4', '')",1.8.1
556,"SLOPE[fit_intercept=True,q=0.05,reg=0.1]",admm,breheny[dataset=Rhee2006],0,94,0.029630417004227638,0.9136464800660209,0.0005268008963651427,,Darwin,arm64,21.4.0,Darwin Kernel Version 21.4.0: Fri Mar 18 00:47:26 PDT 2022; root:xnu-8020.101.4~15/RELEASE_ARM64_T8101,8,Apple M1,8,,"('1.22.4', '')",1.8.1
557,"SLOPE[fit_intercept=True,q=0.05,reg=0.1]",admm,breheny[dataset=Rhee2006],0,141,0.05522037501214072,0.9131921347762486,7.077500960050997e-05,,Darwin,arm64,21.4.0,Darwin Kernel Version 21.4.0: Fri Mar 18 00:47:26 PDT 2022; root:xnu-8020.101.4~15/RELEASE_ARM64_T8101,8,Apple M1,8,,"('1.22.4', '')",1.8.1
558,"SLOPE[fit_intercept=True,q=0.05,reg=0.1]",admm,breheny[dataset=Rhee2006],0,211,0.0664272499998333,0.9131261899030767,4.804714211048555e-06,,Darwin,arm64,21.4.0,Darwin Kernel Version 21.4.0: Fri Mar 18 00:47:26 PDT 2022; root:xnu-8020.101.4~15/RELEASE_ARM64_T8101,8,Apple M1,8,,"('1.22.4', '')",1.8.1
559,"SLOPE[fit_intercept=True,q=0.05,reg=0.1]",admm,breheny[dataset=Rhee2006],0,316,0.08202858299773652,0.9131215039622848,1.1773086705524349e-07,,Darwin,arm64,21.4.0,Darwin Kernel Version 21.4.0: Fri Mar 18 00:47:26 PDT 2022; root:xnu-8020.101.4~15/RELEASE_ARM64_T8101,8,Apple M1,8,,"('1.22.4', '')",1.8.1
560,"SLOPE[fit_intercept=True,q=0.05,reg=0.1]",admm,breheny[dataset=Rhee2006],0,474,0.12051133399654645,0.9131213867769286,5.080974530002891e-10,,Darwin,arm64,21.4.0,Darwin Kernel Version 21.4.0: Fri Mar 18 00:47:26 PDT 2022; root:xnu-8020.101.4~15/RELEASE_ARM64_T8101,8,Apple M1,8,,"('1.22.4', '')",1.8.1
561,"SLOPE[fit_intercept=True,q=0.05,reg=0.1]",admm,breheny[dataset=Rhee2006],0,711,0.16338487500615884,0.9131213862698025,7.996936446375003e-13,,Darwin,arm64,21.4.0,Darwin Kernel Version 21.4.0: Fri Mar 18 00:47:26 PDT 2022; root:xnu-8020.101.4~15/RELEASE_ARM64_T8101,8,Apple M1,8,,"('1.22.4', '')",1.8.1
562,"SLOPE[fit_intercept=True,q=0.05,reg=0.1]",admm,breheny[dataset=Rhee2006],0,1066,0.16688645799877122,0.9131213862698025,7.996936446375003e-13,,Darwin,arm64,21.4.0,Darwin Kernel Version 21.4.0: Fri Mar 18 00:47:26 PDT 2022; root:xnu-8020.101.4~15/RELEASE_ARM64_T8101,8,Apple M1,8,,"('1.22.4', '')",1.8.1
563,"SLOPE[fit_intercept=True,q=0.05,reg=0.1]",admm,breheny[dataset=Rhee2006],0,1918,0.16515083400008734,0.9131213862698025,7.996936446375003e-13,,Darwin,arm64,21.4.0,Darwin Kernel Version 21.4.0: Fri Mar 18 00:47:26 PDT 2022; root:xnu-8020.101.4~15/RELEASE_ARM64_T8101,8,Apple M1,8,,"('1.22.4', '')",1.8.1
564,"SLOPE[fit_intercept=True,q=0.05,reg=0.1]",admm,breheny[dataset=Rhee2006],0,4142,0.1691918330034241,0.9131213862698025,7.996936446375003e-13,,Darwin,arm64,21.4.0,Darwin Kernel Version 21.4.0: Fri Mar 18 00:47:26 PDT 2022; root:xnu-8020.101.4~15/RELEASE_ARM64_T8101,8,Apple M1,8,,"('1.22.4', '')",1.8.1
565,"SLOPE[fit_intercept=True,q=0.05,reg=0.1]",admm,breheny[dataset=Rhee2006],0,10736,0.16476724999665748,0.9131213862698025,7.996936446375003e-13,,Darwin,arm64,21.4.0,Darwin Kernel Version 21.4.0: Fri Mar 18 00:47:26 PDT 2022; root:xnu-8020.101.4~15/RELEASE_ARM64_T8101,8,Apple M1,8,,"('1.22.4', '')",1.8.1
566,"SLOPE[fit_intercept=True,q=0.05,reg=0.1]",admm,breheny[dataset=Rhee2006],0,33393,0.16350462500122376,0.9131213862698025,7.996936446375003e-13,,Darwin,arm64,21.4.0,Darwin Kernel Version 21.4.0: Fri Mar 18 00:47:26 PDT 2022; root:xnu-8020.101.4~15/RELEASE_ARM64_T8101,8,Apple M1,8,,"('1.22.4', '')",1.8.1
567,"SLOPE[fit_intercept=True,q=0.05,reg=0.1]",anderson,breheny[dataset=Rhee2006],0,0,0.0011565419990802184,3.763112848392327,3.5472504121349226,,Darwin,arm64,21.4.0,Darwin Kernel Version 21.4.0: Fri Mar 18 00:47:26 PDT 2022; root:xnu-8020.101.4~15/RELEASE_ARM64_T8101,8,Apple M1,8,,"('1.22.4', '')",1.8.1
568,"SLOPE[fit_intercept=True,q=0.05,reg=0.1]",anderson,breheny[dataset=Rhee2006],0,1,0.001704584006802179,1.2402053966731565,0.7226730030699313,,Darwin,arm64,21.4.0,Darwin Kernel Version 21.4.0: Fri Mar 18 00:47:26 PDT 2022; root:xnu-8020.101.4~15/RELEASE_ARM64_T8101,8,Apple M1,8,,"('1.22.4', '')",1.8.1
569,"SLOPE[fit_intercept=True,q=0.05,reg=0.1]",anderson,breheny[dataset=Rhee2006],0,2,0.0018282499950146303,1.1650482504422022,0.6315755898160242,,Darwin,arm64,21.4.0,Darwin Kernel Version 21.4.0: Fri Mar 18 00:47:26 PDT 2022; root:xnu-8020.101.4~15/RELEASE_ARM64_T8101,8,Apple M1,8,,"('1.22.4', '')",1.8.1
570,"SLOPE[fit_intercept=True,q=0.05,reg=0.1]",anderson,breheny[dataset=Rhee2006],0,3,0.0018899580027209595,1.1152614898581779,0.5663205401385577,,Darwin,arm64,21.4.0,Darwin Kernel Version 21.4.0: Fri Mar 18 00:47:26 PDT 2022; root:xnu-8020.101.4~15/RELEASE_ARM64_T8101,8,Apple M1,8,,"('1.22.4', '')",1.8.1
571,"SLOPE[fit_intercept=True,q=0.05,reg=0.1]",anderson,breheny[dataset=Rhee2006],0,4,0.0020750829862663522,1.076506497633242,0.5125376780467078,,Darwin,arm64,21.4.0,Darwin Kernel Version 21.4.0: Fri Mar 18 00:47:26 PDT 2022; root:xnu-8020.101.4~15/RELEASE_ARM64_T8101,8,Apple M1,8,,"('1.22.4', '')",1.8.1
572,"SLOPE[fit_intercept=True,q=0.05,reg=0.1]",anderson,breheny[dataset=Rhee2006],0,6,0.002209541999036446,1.02625700982572,0.44118339108995097,,Darwin,arm64,21.4.0,Darwin Kernel Version 21.4.0: Fri Mar 18 00:47:26 PDT 2022; root:xnu-8020.101.4~15/RELEASE_ARM64_T8101,8,Apple M1,8,,"('1.22.4', '')",1.8.1
573,"SLOPE[fit_intercept=True,q=0.05,reg=0.1]",anderson,breheny[dataset=Rhee2006],0,9,0.0027427089953562245,0.9703329623563527,0.34610291910675384,,Darwin,arm64,21.4.0,Darwin Kernel Version 21.4.0: Fri Mar 18 00:47:26 PDT 2022; root:xnu-8020.101.4~15/RELEASE_ARM64_T8101,8,Apple M1,8,,"('1.22.4', '')",1.8.1
574,"SLOPE[fit_intercept=True,q=0.05,reg=0.1]",anderson,breheny[dataset=Rhee2006],0,13,0.0034140839998144656,0.9443675394339319,0.27220949755209545,,Darwin,arm64,21.4.0,Darwin Kernel Version 21.4.0: Fri Mar 18 00:47:26 PDT 2022; root:xnu-8020.101.4~15/RELEASE_ARM64_T8101,8,Apple M1,8,,"('1.22.4', '')",1.8.1
575,"SLOPE[fit_intercept=True,q=0.05,reg=0.1]",anderson,breheny[dataset=Rhee2006],0,19,0.0043272500042803586,0.9235101318275436,0.1488561263156153,,Darwin,arm64,21.4.0,Darwin Kernel Version 21.4.0: Fri Mar 18 00:47:26 PDT 2022; root:xnu-8020.101.4~15/RELEASE_ARM64_T8101,8,Apple M1,8,,"('1.22.4', '')",1.8.1
576,"SLOPE[fit_intercept=True,q=0.05,reg=0.1]",anderson,breheny[dataset=Rhee2006],0,28,0.005834249997860752,0.9149696961256633,0.0397990101354756,,Darwin,arm64,21.4.0,Darwin Kernel Version 21.4.0: Fri Mar 18 00:47:26 PDT 2022; root:xnu-8020.101.4~15/RELEASE_ARM64_T8101,8,Apple M1,8,,"('1.22.4', '')",1.8.1
577,"SLOPE[fit_intercept=True,q=0.05,reg=0.1]",anderson,breheny[dataset=Rhee2006],0,42,0.008013832994038239,0.913334831906462,0.014422724474321691,,Darwin,arm64,21.4.0,Darwin Kernel Version 21.4.0: Fri Mar 18 00:47:26 PDT 2022; root:xnu-8020.101.4~15/RELEASE_ARM64_T8101,8,Apple M1,8,,"('1.22.4', '')",1.8.1
578,"SLOPE[fit_intercept=True,q=0.05,reg=0.1]",anderson,breheny[dataset=Rhee2006],0,63,0.011253542004851624,0.9131316903939837,0.002154620289328557,,Darwin,arm64,21.4.0,Darwin Kernel Version 21.4.0: Fri Mar 18 00:47:26 PDT 2022; root:xnu-8020.101.4~15/RELEASE_ARM64_T8101,8,Apple M1,8,,"('1.22.4', '')",1.8.1
579,"SLOPE[fit_intercept=True,q=0.05,reg=0.1]",anderson,breheny[dataset=Rhee2006],0,94,0.015819000007468276,0.9131248875056462,0.0021336331654354668,,Darwin,arm64,21.4.0,Darwin Kernel Version 21.4.0: Fri Mar 18 00:47:26 PDT 2022; root:xnu-8020.101.4~15/RELEASE_ARM64_T8101,8,Apple M1,8,,"('1.22.4', '')",1.8.1
580,"SLOPE[fit_intercept=True,q=0.05,reg=0.1]",anderson,breheny[dataset=Rhee2006],0,141,0.022582207995583303,0.9131213862690281,3.381582025507868e-08,,Darwin,arm64,21.4.0,Darwin Kernel Version 21.4.0: Fri Mar 18 00:47:26 PDT 2022; root:xnu-8020.101.4~15/RELEASE_ARM64_T8101,8,Apple M1,8,,"('1.22.4', '')",1.8.1
581,"SLOPE[fit_intercept=True,q=0.05,reg=0.1]",anderson,breheny[dataset=Rhee2006],0,211,0.032861291998415254,0.91312138626901,3.5659284414180092e-09,,Darwin,arm64,21.4.0,Darwin Kernel Version 21.4.0: Fri Mar 18 00:47:26 PDT 2022; root:xnu-8020.101.4~15/RELEASE_ARM64_T8101,8,Apple M1,8,,"('1.22.4', '')",1.8.1
582,"SLOPE[fit_intercept=True,q=0.05,reg=0.1]",anderson,breheny[dataset=Rhee2006],0,316,0.048250209001707844,0.9131213862690095,3.367832679401772e-10,,Darwin,arm64,21.4.0,Darwin Kernel Version 21.4.0: Fri Mar 18 00:47:26 PDT 2022; root:xnu-8020.101.4~15/RELEASE_ARM64_T8101,8,Apple M1,8,,"('1.22.4', '')",1.8.1
583,"SLOPE[fit_intercept=True,q=0.05,reg=0.1]",anderson,breheny[dataset=Rhee2006],0,474,0.051869832997908816,0.9131213862690095,7.30304705598428e-13,,Darwin,arm64,21.4.0,Darwin Kernel Version 21.4.0: Fri Mar 18 00:47:26 PDT 2022; root:xnu-8020.101.4~15/RELEASE_ARM64_T8101,8,Apple M1,8,,"('1.22.4', '')",1.8.1
584,"SLOPE[fit_intercept=True,q=0.05,reg=0.1]",hybrid[cluster_updates=True],breheny[dataset=Rhee2006],0,0,0.0009028750064317137,3.763112848392327,3.5472504121349226,,Darwin,arm64,21.4.0,Darwin Kernel Version 21.4.0: Fri Mar 18 00:47:26 PDT 2022; root:xnu-8020.101.4~15/RELEASE_ARM64_T8101,8,Apple M1,8,,"('1.22.4', '')",1.8.1
585,"SLOPE[fit_intercept=True,q=0.05,reg=0.1]",hybrid[cluster_updates=True],breheny[dataset=Rhee2006],0,1,0.0016655409999657422,1.2402053966731563,0.7226730030699311,,Darwin,arm64,21.4.0,Darwin Kernel Version 21.4.0: Fri Mar 18 00:47:26 PDT 2022; root:xnu-8020.101.4~15/RELEASE_ARM64_T8101,8,Apple M1,8,,"('1.22.4', '')",1.8.1
586,"SLOPE[fit_intercept=True,q=0.05,reg=0.1]",hybrid[cluster_updates=True],breheny[dataset=Rhee2006],0,2,0.0019021670013898984,1.1048280905024084,0.6239124600594744,,Darwin,arm64,21.4.0,Darwin Kernel Version 21.4.0: Fri Mar 18 00:47:26 PDT 2022; root:xnu-8020.101.4~15/RELEASE_ARM64_T8101,8,Apple M1,8,,"('1.22.4', '')",1.8.1
587,"SLOPE[fit_intercept=True,q=0.05,reg=0.1]",hybrid[cluster_updates=True],breheny[dataset=Rhee2006],0,3,0.0020840840006712824,1.0318617516859336,0.5018680248081078,,Darwin,arm64,21.4.0,Darwin Kernel Version 21.4.0: Fri Mar 18 00:47:26 PDT 2022; root:xnu-8020.101.4~15/RELEASE_ARM64_T8101,8,Apple M1,8,,"('1.22.4', '')",1.8.1
588,"SLOPE[fit_intercept=True,q=0.05,reg=0.1]",hybrid[cluster_updates=True],breheny[dataset=Rhee2006],0,4,0.002117958996677771,0.9872517268604262,0.2732793700423388,,Darwin,arm64,21.4.0,Darwin Kernel Version 21.4.0: Fri Mar 18 00:47:26 PDT 2022; root:xnu-8020.101.4~15/RELEASE_ARM64_T8101,8,Apple M1,8,,"('1.22.4', '')",1.8.1
589,"SLOPE[fit_intercept=True,q=0.05,reg=0.1]",hybrid[cluster_updates=True],breheny[dataset=Rhee2006],0,6,0.0022193339973455295,0.9618013415538059,0.3058734483032015,,Darwin,arm64,21.4.0,Darwin Kernel Version 21.4.0: Fri Mar 18 00:47:26 PDT 2022; root:xnu-8020.101.4~15/RELEASE_ARM64_T8101,8,Apple M1,8,,"('1.22.4', '')",1.8.1
590,"SLOPE[fit_intercept=True,q=0.05,reg=0.1]",hybrid[cluster_updates=True],breheny[dataset=Rhee2006],0,9,0.0024198329920182005,0.916683324563863,0.054806876561536044,,Darwin,arm64,21.4.0,Darwin Kernel Version 21.4.0: Fri Mar 18 00:47:26 PDT 2022; root:xnu-8020.101.4~15/RELEASE_ARM64_T8101,8,Apple M1,8,,"('1.22.4', '')",1.8.1
591,"SLOPE[fit_intercept=True,q=0.05,reg=0.1]",hybrid[cluster_updates=True],breheny[dataset=Rhee2006],0,13,0.0027537499991012737,0.9136383333077573,0.011454805171704163,,Darwin,arm64,21.4.0,Darwin Kernel Version 21.4.0: Fri Mar 18 00:47:26 PDT 2022; root:xnu-8020.101.4~15/RELEASE_ARM64_T8101,8,Apple M1,8,,"('1.22.4', '')",1.8.1
592,"SLOPE[fit_intercept=True,q=0.05,reg=0.1]",hybrid[cluster_updates=True],breheny[dataset=Rhee2006],0,19,0.0031361250003101304,0.9131924394526507,0.0035610119184068534,,Darwin,arm64,21.4.0,Darwin Kernel Version 21.4.0: Fri Mar 18 00:47:26 PDT 2022; root:xnu-8020.101.4~15/RELEASE_ARM64_T8101,8,Apple M1,8,,"('1.22.4', '')",1.8.1
593,"SLOPE[fit_intercept=True,q=0.05,reg=0.1]",hybrid[cluster_updates=True],breheny[dataset=Rhee2006],0,28,0.0036058330006198958,0.9131271668628421,0.0010602250986366801,,Darwin,arm64,21.4.0,Darwin Kernel Version 21.4.0: Fri Mar 18 00:47:26 PDT 2022; root:xnu-8020.101.4~15/RELEASE_ARM64_T8101,8,Apple M1,8,,"('1.22.4', '')",1.8.1
594,"SLOPE[fit_intercept=True,q=0.05,reg=0.1]",hybrid[cluster_updates=True],breheny[dataset=Rhee2006],0,42,0.004532582999672741,0.9131214776450503,0.00012148229320962933,,Darwin,arm64,21.4.0,Darwin Kernel Version 21.4.0: Fri Mar 18 00:47:26 PDT 2022; root:xnu-8020.101.4~15/RELEASE_ARM64_T8101,8,Apple M1,8,,"('1.22.4', '')",1.8.1
595,"SLOPE[fit_intercept=True,q=0.05,reg=0.1]",hybrid[cluster_updates=True],breheny[dataset=Rhee2006],0,63,0.005801042003440671,0.9131213863835643,6.563859364594471e-06,,Darwin,arm64,21.4.0,Darwin Kernel Version 21.4.0: Fri Mar 18 00:47:26 PDT 2022; root:xnu-8020.101.4~15/RELEASE_ARM64_T8101,8,Apple M1,8,,"('1.22.4', '')",1.8.1
596,"SLOPE[fit_intercept=True,q=0.05,reg=0.1]",hybrid[cluster_updates=True],breheny[dataset=Rhee2006],0,94,0.007437042004312389,0.9131213862690195,4.6010198317958384e-08,,Darwin,arm64,21.4.0,Darwin Kernel Version 21.4.0: Fri Mar 18 00:47:26 PDT 2022; root:xnu-8020.101.4~15/RELEASE_ARM64_T8101,8,Apple M1,8,,"('1.22.4', '')",1.8.1
